2.709074497222900391e+00,-1.000000000000000000e+00
1.738061785697937012e+00,1.000000000000000000e+00
1.436064243316650391e+00,-1.000000000000000000e+00
3.047090530395507812e+00,-1.000000000000000000e+00
1.780061244964599609e+00,1.000000000000000000e+00
1.788061141967773438e+00,1.000000000000000000e+00
1.556064128875732422e+00,-1.000000000000000000e+00
1.400064110755920410e+00,-1.000000000000000000e+00
1.663062691688537598e+00,-1.000000000000000000e+00
5.714925765991210938e+00,-1.000000000000000000e+00
2.147056579589843750e+00,-1.000000000000000000e+00
1.524064302444458008e+00,-1.000000000000000000e+00
2.180056095123291016e+00,-1.000000000000000000e+00
1.547064185142517090e+00,-1.000000000000000000e+00
2.229055404663085938e+00,1.000000000000000000e+00
1.920059442520141602e+00,-1.000000000000000000e+00
2.210055828094482422e+00,1.000000000000000000e+00
2.034058094024658203e+00,-1.000000000000000000e+00
2.725075244903564453e+00,1.000000000000000000e+00
1.990058541297912598e+00,-1.000000000000000000e+00
2.343057632446289062e+00,1.000000000000000000e+00
5.834917068481445312e+00,-1.000000000000000000e+00
1.536064386367797852e+00,-1.000000000000000000e+00
2.392059803009033203e+00,-1.000000000000000000e+00
1.359063982963562012e+00,-1.000000000000000000e+00
1.600063562393188477e+00,1.000000000000000000e+00
2.213055610656738281e+00,-1.000000000000000000e+00
1.407064080238342285e+00,-1.000000000000000000e+00
2.626070737838745117e+00,-1.000000000000000000e+00
1.821060657501220703e+00,-1.000000000000000000e+00
2.242055416107177734e+00,1.000000000000000000e+00
2.198055744171142578e+00,-1.000000000000000000e+00
2.289054870605468750e+00,-1.000000000000000000e+00
4.679000377655029297e+00,-1.000000000000000000e+00
1.454064249992370605e+00,-1.000000000000000000e+00
1.480064272880554199e+00,1.000000000000000000e+00
2.236055374145507812e+00,-1.000000000000000000e+00
2.802078962326049805e+00,-1.000000000000000000e+00
3.216098308563232422e+00,-1.000000000000000000e+00
3.046090364456176758e+00,1.000000000000000000e+00
1.683062434196472168e+00,1.000000000000000000e+00
1.518064379692077637e+00,-1.000000000000000000e+00
4.963979721069335938e+00,1.000000000000000000e+00
1.996058464050292969e+00,-1.000000000000000000e+00
2.046057701110839844e+00,-1.000000000000000000e+00
1.735061764717102051e+00,1.000000000000000000e+00
1.884059906005859375e+00,-1.000000000000000000e+00
2.249055147171020508e+00,1.000000000000000000e+00
1.952059030532836914e+00,-1.000000000000000000e+00
2.261054992675781250e+00,1.000000000000000000e+00
1.680062532424926758e+00,-1.000000000000000000e+00
1.805060863494873047e+00,-1.000000000000000000e+00
2.698074102401733398e+00,1.000000000000000000e+00
1.831060647964477539e+00,-1.000000000000000000e+00
2.393059730529785156e+00,1.000000000000000000e+00
1.970058798789978027e+00,1.000000000000000000e+00
2.128056764602661133e+00,1.000000000000000000e+00
1.724061965942382812e+00,1.000000000000000000e+00
1.575063824653625488e+00,-1.000000000000000000e+00
1.601063489913940430e+00,-1.000000000000000000e+00
2.101057052612304688e+00,-1.000000000000000000e+00
1.594063639640808105e+00,-1.000000000000000000e+00
2.765077114105224609e+00,-1.000000000000000000e+00
1.621063232421875000e+00,-1.000000000000000000e+00
3.641075611114501953e+00,-1.000000000000000000e+00
5.054973125457763672e+00,1.000000000000000000e+00
2.341057300567626953e+00,1.000000000000000000e+00
5.429945945739746094e+00,-1.000000000000000000e+00
1.860060214996337891e+00,1.000000000000000000e+00
1.690062403678894043e+00,-1.000000000000000000e+00
1.525064349174499512e+00,-1.000000000000000000e+00
1.780061244964599609e+00,-1.000000000000000000e+00
2.409060478210449219e+00,-1.000000000000000000e+00
1.464064240455627441e+00,-1.000000000000000000e+00
1.847060441970825195e+00,-1.000000000000000000e+00
1.737061738967895508e+00,-1.000000000000000000e+00
1.541064262390136719e+00,-1.000000000000000000e+00
1.618063330650329590e+00,-1.000000000000000000e+00
1.690062403678894043e+00,-1.000000000000000000e+00
1.613063335418701172e+00,-1.000000000000000000e+00
3.248099803924560547e+00,1.000000000000000000e+00
1.722061991691589355e+00,-1.000000000000000000e+00
2.056057691574096680e+00,1.000000000000000000e+00
1.640063047409057617e+00,-1.000000000000000000e+00
1.930059313774108887e+00,-1.000000000000000000e+00
1.428064107894897461e+00,-1.000000000000000000e+00
2.644071578979492188e+00,-1.000000000000000000e+00
4.122040748596191406e+00,1.000000000000000000e+00
2.516065597534179688e+00,1.000000000000000000e+00
3.902056694030761719e+00,1.000000000000000000e+00
2.783078193664550781e+00,1.000000000000000000e+00
2.526066064834594727e+00,-1.000000000000000000e+00
2.547067165374755859e+00,-1.000000000000000000e+00
2.168056249618530273e+00,-1.000000000000000000e+00
1.691062331199645996e+00,-1.000000000000000000e+00
2.167056322097778320e+00,-1.000000000000000000e+00
1.834060549736022949e+00,1.000000000000000000e+00
1.791061162948608398e+00,-1.000000000000000000e+00
1.597063541412353516e+00,-1.000000000000000000e+00
1.725061893463134766e+00,1.000000000000000000e+00
6.130895614624023438e+00,1.000000000000000000e+00
4.508012771606445312e+00,1.000000000000000000e+00
1.988058567047119141e+00,-1.000000000000000000e+00
1.537064313888549805e+00,-1.000000000000000000e+00
3.038089990615844727e+00,-1.000000000000000000e+00
2.087057352066040039e+00,-1.000000000000000000e+00
2.731075763702392578e+00,-1.000000000000000000e+00
6.059900283813476562e+00,-1.000000000000000000e+00
2.008058309555053711e+00,1.000000000000000000e+00
2.133056640625000000e+00,1.000000000000000000e+00
2.084057331085205078e+00,-1.000000000000000000e+00
2.825079917907714844e+00,-1.000000000000000000e+00
2.160056352615356445e+00,-1.000000000000000000e+00
2.171056270599365234e+00,-1.000000000000000000e+00
1.764061450958251953e+00,1.000000000000000000e+00
1.418064117431640625e+00,-1.000000000000000000e+00
2.218055725097656250e+00,-1.000000000000000000e+00
2.073057413101196289e+00,-1.000000000000000000e+00
1.470064282417297363e+00,-1.000000000000000000e+00
1.454064249992370605e+00,1.000000000000000000e+00
3.517084598541259766e+00,1.000000000000000000e+00
1.957058906555175781e+00,-1.000000000000000000e+00
